"id_unique","cd_ref","lb_nom","N°_Taxinomique_BDNFF","N°_Nomenclatural_BDNFF","code_CATMINAT","NOM_SCIENTIFIQUE","TYPE_BIOLOGIQUE","indicat_phytoscio_caract","caract_eco_hab_optimal","INDICATION_DIFFERENTIELLE_1","INDICATION_DIFFERENTIELLE_2","Lichtzahl","Temperaturzahl","Kontinentalitat","Feuchtzahl","Reaktionszahl","rang_taxinomique","CHOROLOGIE","inflorescence","sexualité","ordre_maturation","pollinisation","fruit","dissémination","couleur_fleur","macule","floraison","type_ligneux","Hauteur_végétative_maximum (m)","MODELE ARCHITECTURAL","FORMATION_VEGETALE","INDICATION_CARACTERISTIQUE_TRANSGRESSIVE","INDICATION_DIFFERENTIELLE_3","Lumière","Température","Continentalité","Humidité_atmosphérique","Humidité_édaphique","Réaction_du_sol_(pH)","Niveau_trophique","Salinité","Texture","Matière_organique","Nutrients","Salz","CLASSE_(-opsida)","SUBCLASSE_(-idae)","Clade_intermédiaire","SUPERORDRE_(-anae)","Clade_intermédiaire_1","Clade_intermédiaire_2","Clade_intermédiaire_3","ORDRE_(-ales)","FAMILLE_(-aceae)","numSpA","numSpB","numSpH","nomA","nomB","nomH","Life strategy"
"8517",125120,"Sternbergia colchiciflora","5835","66362","09/3.2","Sternbergia colchiciflora Waldst. & Kit.","gbul","Brizo mediae–Plantaginenea mediae Julve 2019 subcla. nov. hoc loco","pelouses basophiles médio-européennes occidentales, mésohydriques à mésohygroclines",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","européen méridional","ombelle simple","hermaphrodite",NULL,"entomogame","capsule","endozoochore","jaune",NULL,NULL,NULL,NULL,"Corner","hémicryptophytaie",NULL,NULL,8,8,4,4,4,8,3,0,3,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Monocots",NULL,"Monocots","Monocots","Monocots","Asparagales","Amaryllidaceae",0,0,11554,NULL,NULL,"Sternbergia colchiciflora",NULL
"8518",110354,"Ophrys aveyronensis","6492","45132","09/3.2.1.0.3","Ophrys aveyronensis (J.J.Wood) P.Delforge","gtub","Mesobromopsion erectae Braun–Blanquet & Moor 1938","pelouses basophiles médio-européennes occidentales (subatlantiques), mésohydriques à mésohygroclines, mésothermes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","endémique caussenard","épi simple","hermaphrodite",NULL,"entomogame","capsule","anémochore","marron","bleu","4-6",NULL,NULL,"Tomlinson","hémicryptophytaie",NULL,NULL,8,7,4,5,4,9,2,0,3,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Monocots",NULL,"Monocots","Monocots","Monocots","Asparagales","Orchidaceae",0,0,11296,NULL,NULL,"Ophrys aveyronensis *",NULL
"8519",127395,"Trifolium montanum","14829","69222","09/3.2.1.0.3","Trifolium montanum L.","grhi","Mesobromopsion erectae Braun–Blanquet & Moor 1938","pelouses basophiles médio-européennes occidentales (subatlantiques), mésohydriques à mésohygroclines, mésothermes","Laserpition sileris Misset 2014",NULL,"8","x","4","3~","8","esp","eurasiatique","racème capituliforme","hermaphrodite",NULL,"entomogame","gousse","épizoochore","blanc",NULL,NULL,NULL,NULL,"Tomlinson","hémicryptophytaie",NULL,NULL,6,5,5,3,3,8,3,0,3,2,"2","0","Magnoliopsida","Magnoliidae","Eudicots","Rosanae","Eudicots","Eudicots","Eudicots","Fabales","Fabaceae",0,0,1718,NULL,NULL,"Trifolium montanum",NULL
"8520",98985,"Fritillaria pyrenaica","6307","28324","09/3.2.1.0.4","Fritillaria pyrenaica L.","gbul","Potentillo montanae–Brachypodion rupestris Braun–Blanquet 1967 corr. Rivas–Martínez, Diaz, Fernandez–Gonzalez, Izco, Loidi, Lousã & Penas 2002","pelouses basophiles mésohydriques, mésothermes, basques",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","orophyte pyrénéo-auvergnat","fleur solitaire terminale","hermaphrodite",NULL,"entomogame, autogame","capsule","barochore","jaune, rose",NULL,"4-5",NULL,"0.4","Chamberlain","hémicryptophytaie",NULL,NULL,6,3,4,5,5,7,2,0,3,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Monocots","Lilianae","Monocots","Monocots","Monocots","Liliales","Liliaceae",0,0,11260,NULL,NULL,"Fritillaria pyrenaica",NULL
"8521",101110,"Helictotrichon cantabricum","6937","31414","09/3.2.1.0.4","Helictotrichon cantabricum (Lag.) Gervais","hces","Potentillo montanae–Brachypodion rupestris Braun–Blanquet 1967 corr. Rivas–Martínez, Diaz, Fernandez–Gonzalez, Izco, Loidi, Lousã & Penas 2002","pelouses basophiles mésohydriques, mésothermes, basques","Teucrio pyrenaici - Bromopsion erectae Rivas-Martínez, Fernández-González & Loidi 1999",NULL,NULL,NULL,NULL,NULL,NULL,"esp","orophyte pyrénéen","panicule d'épillets","hermaphrodite",NULL,"anémogame","caryopse","épizoochore","vert, rose",NULL,"5-7",NULL,NULL,"Tomlinson","hémicryptophytaie",NULL,NULL,7,3,3,3,3,8,3,0,3,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Monocots","Lilianae","Monocots","Monocots","Monocots","Poales","Poaceae",0,0,11341,NULL,NULL,"Helictotrichon cantabricum",NULL
"8522",103746,"Iris latifolia","6108","35931","09/3.2.1.0.4","Iris latifolia (Mill.) Voss","grhi","Potentillo montanae–Brachypodion rupestris Braun–Blanquet 1967 corr. Rivas–Martínez, Diaz, Fernandez–Gonzalez, Izco, Loidi, Lousã & Penas 2002","pelouses basophiles mésohydriques, mésothermes, basques",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","orophyte pyrénéen","cyme unipare hélicoïde","hermaphrodite",NULL,"entomogame","capsule","barochore","bleu",NULL,"7-8",NULL,NULL,"Leeuwenberg","hémicryptophytaie",NULL,NULL,7,2,3,4,4,8,3,0,3,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Monocots",NULL,"Monocots","Monocots","Monocots","Asparagales","Iridaceae",0,0,11329,NULL,NULL,"Iris latifolia",NULL
"8523",107725,"Medicago suffruticosa","3046","41500","09/3.2.1.0.4","Medicago suffruticosa Ramond ex DC.","hsto","Potentillo montanae–Brachypodion rupestris Braun–Blanquet 1967 corr. Rivas–Martínez, Diaz, Fernandez–Gonzalez, Izco, Loidi, Lousã & Penas 2002","pelouses basophiles mésohydriques, mésothermes, basques",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","orophyte méditerranéen occ.","racème capituliforme","hermaphrodite",NULL,"entomogame","gousse","épizoochore","jaune",NULL,NULL,NULL,NULL,"Fagerlind","hémicryptophytaie",NULL,NULL,7,3,3,4,4,8,3,0,7,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Rosanae","Eudicots","Eudicots","Eudicots","Fabales","Fabaceae",0,0,11330,NULL,NULL,"Medicago suffruticosa",NULL
"8524",141090,"Sideritis hyssopifolia subsp. hyssopifolia","3665","63828","09/3.2.1.0.4","Sideritis hyssopifolia L. subsp. hyssopifolia ","csuf","Potentillo montanae–Brachypodion rupestris Braun–Blanquet 1967 corr. Rivas–Martínez, Diaz, Fernandez–Gonzalez, Izco, Loidi, Lousã & Penas 2002","pelouses basophiles mésohydriques, mésothermes, basques",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"subsp","orophyte méridional","glomérules","hermaphrodite",NULL,"entomogame","akène","épizoochore","jaune",NULL,NULL,NULL,"0.8","Tomlinson","hémicryptophytaie",NULL,NULL,8,6,4,3,3,7,2,0,3,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Lamiales","Lamiaceae",0,0,2488,NULL,NULL,"Sideritis hyssopifolia",NULL
"8525",141579,"Teucrium pyrenaicum subsp. pyrenaicum","3720","67427","09/3.2.1.0.4","Teucrium pyrenaicum L. subsp. pyrenaicum","csuf","Potentillo montanae–Brachypodion rupestris Braun–Blanquet 1967 corr. Rivas–Martínez, Diaz, Fernandez–Gonzalez, Izco, Loidi, Lousã & Penas 2002","pelouses basophiles mésohydriques, mésothermes, basques",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"subsp(uni)","orophyte pyrénéen","glomérules","hermaphrodite",NULL,"entomogame","akène","épizoochore","rose",NULL,"6-9",NULL,NULL,"Tomlinson","hémicryptophytaie",NULL,NULL,7,2,4,4,4,7,3,0,6,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Lamiales","Lamiaceae",0,0,14208,NULL,NULL,"Teucrium pyrenaicum",NULL
"8526",139525,"Pulsatilla vulgaris subsp. vulgaris","30572","75603","09/3.2.1.0.5","Pulsatilla vulgaris Mill. subsp. vulgaris","heri","Thesio humifusi–Koelerion pyramidatae Royer & Ferrez 2019","pelouses des climats atlantique et subatlantique",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"subsp","européen","fleur solitaire terminale","hermaphrodite","protogyne","entomogame","akène","anémochore","bleu, rose",NULL,NULL,NULL,"0.3","Corner","hémicryptophytaie",NULL,NULL,8,6,5,4,3,7,2,0,4,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Ranunculanae","Eudicots","Eudicots","Eudicots","Ranunculales","Ranunculaceae",0,0,1146,NULL,NULL,"Pulsatilla vulgaris",NULL
"8527",106859,"Luzula spicata","6191","40332","11/5.","Luzula spicata (L.) DC.","hces","Caricetea curvulae subsp. curvulae Braun–Blanquet 1948","pelouses acidophiles arctico-alpines climaciques, chionophobes",NULL,NULL,"8","2","3","4","4","esp","arctico-alpin","cyme de glomérules","hermaphrodite",NULL,"anémogame","capsule","myrmécochore","noir",NULL,"6-8",NULL,NULL,"Tomlinson","hémicryptophytaie",NULL,NULL,8,2,4,5,5,2,1,0,4,7,"1","0","Magnoliopsida","Magnoliidae","Monocots","Lilianae","Monocots","Monocots","Monocots","Poales","Juncaceae",0,0,617,NULL,NULL,"Luzula spicata",NULL
"8528",97772,"Euphrasia minima","30120","75128","11/5.0.1","Euphrasia minima Jacq. ex DC.","test-hpar","Caricetalia curvulae subsp. curvulae Braun–Blanquet in Braun–Blanquet & Jenny 1926","pelouses acidophiles alpines climaciques, chionophobes",NULL,NULL,"7","2","x","5","2","esp","orophyte européen","racème d'épis","hermaphrodite",NULL,"entomogame, autogame","capsule","anémochore","blanc, jaune, bleu",NULL,"7-9",NULL,"0.15","Holltum","hémicryptophytaie",NULL,NULL,7,2,4,5,5,2,3,0,3,7,"3","0","Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Lamiales","Orobanchaceae",0,0,2709,NULL,NULL,"Euphrasia minima",NULL
"8529",98045,"Festuca airoides","6824","26564","11/5.0.1","Festuca airoides Lam.","hces","Caricetalia curvulae subsp. curvulae Braun–Blanquet in Braun–Blanquet & Jenny 1926","pelouses acidophiles alpines climaciques, chionophobes",NULL,NULL,"8","2","2","5","2","esp","orophyte méridional","panicule d'épillets","hermaphrodite",NULL,"anémogame","caryopse","épizoochore","vert",NULL,NULL,NULL,NULL,"Tomlinson","hémicryptophytaie",NULL,NULL,8,2,3,4,5,2,1,0,4,7,"1","0","Magnoliopsida","Magnoliidae","Monocots","Lilianae","Monocots","Monocots","Monocots","Poales","Poaceae",0,0,351,NULL,NULL,"Festuca airoides",NULL
"8530",113378,"Phyteuma globulariifolium","13249","49213","11/5.0.1","Phyteuma globulariifolium Sternb. & Hoppe","hros","Caricetalia curvulae subsp. curvulae Braun–Blanquet in Braun–Blanquet & Jenny 1926","pelouses acidophiles alpines climaciques, chionophobes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","orophyte méridional","capitule simple","hermaphrodite",NULL,"entomogame","capsule","barochore","bleu",NULL,NULL,NULL,NULL,"Chamberlain","hémicryptophytaie",NULL,NULL,8,2,4,5,5,3,1,0,5,7,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Asterales","Campanulaceae",0,0,14766,NULL,NULL,"Phyteuma globulariifolium",NULL
"8531",83945,"Artemisia atrata","432","6772","11/5.0.1.0.1","Artemisia atrata Lam.","grhi","Caricion curvulae subsp. curvulae Braun–Blanquet 1925","pelouses acidophiles alpino-alpiennes climaciques, chionophobes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","orophyte alpien","épi de capitules","hermaphrodite",NULL,"anémogame","akène","barochore","blanc",NULL,"7-8",NULL,NULL,"Bell","hémicryptophytaie",NULL,NULL,8,2,5,4,5,2,1,0,5,1,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Asterales","Asteraceae",0,0,3215,NULL,NULL,"Artemisia atrata",NULL
"8532",142920,"Agrostis rupestris var. pyrenaica","6599","1854","11/5.0.1.0.3","Agrostis rupestris var. pyrenaica (Pourr.) Björkman","hces","Festucion niphobiae Braun–Blanquet 1948","pelouses acidophiles alpino-pyrénéennes climaciques, chionophobes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"var","orophyte pyrénéen","panicule d'épillets","hermaphrodite",NULL,"anémogame","caryopse","anémochore","rose",NULL,"7-8",NULL,NULL,"Tomlinson","hémicryptophytaie",NULL,NULL,8,1,3,4,5,1,1,0,5,1,NULL,NULL,"Magnoliopsida","Magnoliidae","Monocots","Lilianae","Monocots","Monocots","Monocots","Poales","Poaceae",0,0,11833,NULL,NULL,"Agrostis rup. pyrenaica *",NULL
"8533",137834,"Minuartia recurva subsp. condensata","2119","42655","11/5.0.1.0.3","Minuartia recurva subsp. condensata (C.Presl) Greuter & Burdet","csuf","Festucion niphobiae Braun–Blanquet 1948","pelouses acidophiles alpino-pyrénéennes climaciques, chionophobes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"subsp","orophyte pyrénéo-auvergnat","cyme bipare","hermaphrodite",NULL,"entomogame","capsule","barochore","blanc",NULL,NULL,NULL,NULL,"Tomlinson","hémicryptophytaie",NULL,NULL,9,1,3,3,3,1,1,0,6,1,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Caryophyllanae","Eudicots","Eudicots","Eudicots","Caryophyllales","Caryophyllaceae",0,0,11844,NULL,NULL,"Minuartia rec. condensata *",NULL
"8534",138434,"Oreochloa disticha subsp. blanka","7019","46343","11/5.0.1.0.3","Oreochloa disticha subsp. blanka (Deyl) Küpfer","hces","Festucion niphobiae Braun–Blanquet 1948","pelouses acidophiles alpino-pyrénéennes climaciques, chionophobes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"subsp","orophyte pyrénéen","panicule d'épillets","hermaphrodite",NULL,"anémogame","caryopse","épizoochore",NULL,NULL,NULL,NULL,NULL,"Tomlinson","hémicryptophytaie",NULL,NULL,9,1,3,4,4,1,1,0,6,1,NULL,NULL,"Magnoliopsida","Magnoliidae","Monocots","Lilianae","Monocots","Monocots","Monocots","Poales","Poaceae",0,0,11845,NULL,NULL,"Oreochloa blanka",NULL
"8535",119827,"Sagina saginoides","2170","59126","11/6.","Sagina saginoides (L.) H.Karst. ","hces","Salicetea herbaceae Braun–Blanquet 1948","pelouses arctico-alpines climaciques, chionophiles, mésohygrophiles",NULL,NULL,"7","3","3","6~","5","esp","holarctique","cyme bipare","hermaphrodite","protandre","entomogame, autogame","capsule","barochore","blanc",NULL,NULL,NULL,NULL,"Tomlinson","hémicryptophytaie","Poion supinae (Tüxen 1970) Rivas-Martínez & Géhu 1978",NULL,7,2,4,7,6,5,4,0,5,7,"4","0","Magnoliopsida","Magnoliidae","Eudicots","Caryophyllanae","Eudicots","Eudicots","Eudicots","Caryophyllales","Caryophyllaceae",0,0,1048,NULL,NULL,"Sagina saginoides",NULL
"8536",5464,"Calliergon giganteum","B290","B2975","06/B1.0.2.0.1","Calliergon giganteum (Schimp.) Kindb.","C","Meesio triquetrae - Sphagnion contorti","amphibie exondable, basophile, tremblant tourbeux",NULL,NULL,"8","3","5","8","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"pc"
"8537",434378,"Campyliadelphus elodes","B308","B10105","06/B1.0.2.0.3","Campyliadelphus elodes (Lindb.) Kanda","C, H","Riccardio multifidae - Campyliadelphion helodis","hygrophile, basophile, base de butte tourbeuse",NULL,NULL,"8","4","5","7","9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"p"
"8538",94915,"Dichodon cerastoides","2015","22379","11/6.0.1","Dichodon cerastoides (L.) Rchb.","hsto","Salicetalia herbaceae Braun–Blanquet in Braun–Blanquet & Jenny 1926","pelouses alpines climaciques chionophiles, acidophiles",NULL,NULL,"8","1","?","8","4","esp","circumboréal","cyme bipare","hermaphrodite","homogame","entomogame, autogame","capsule","barochore","blanc",NULL,"7-8",NULL,NULL,"Petit","hémicryptophytaie",NULL,NULL,8,1,4,8,7,4,5,0,6,1,"7","0","Magnoliopsida","Magnoliidae","Eudicots","Caryophyllanae","Eudicots","Eudicots","Eudicots","Caryophyllales","Caryophyllaceae",0,0,1010,NULL,NULL,"Cerastium cerastoides",NULL
"8539",100515,"Gnaphalium supinum","1073","30547","11/6.0.1","Gnaphalium supinum L.","csuf","Salicetalia herbaceae Braun–Blanquet in Braun–Blanquet & Jenny 1926","pelouses alpines climaciques chionophiles, acidophiles",NULL,NULL,"7","2","3","7~","3","esp","circumboréal","épi de capitules","gynodioïque",NULL,"entomogame, autogame","akène","barochore","blanc",NULL,"7-9",NULL,NULL,"Corner","hémicryptophytaie",NULL,NULL,7,2,4,7,7,3,4,0,6,1,"4","0","Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Asterales","Asteraceae",0,0,3053,NULL,NULL,"Omalotheca supina",NULL
"8540",113224,"Phleum rhaeticum","7053","49010","11/6.0.1","Phleum rhaeticum (Humphries) Rauschert","grhi","Salicetalia herbaceae Braun–Blanquet in Braun–Blanquet & Jenny 1926","pelouses alpines climaciques chionophiles, acidophiles",NULL,NULL,"8","3","3","5","6","esp","orophyte européen","épi d'épillets","hermaphrodite",NULL,"anémogame","caryopse","épizoochore","bleu",NULL,"6-8",NULL,NULL,"Bell","hémicryptophytaie",NULL,NULL,8,2,3,7,6,6,5,0,6,7,"7","0","Magnoliopsida","Magnoliidae","Monocots","Lilianae","Monocots","Monocots","Monocots","Poales","Poaceae",0,0,224,NULL,NULL,"Phleum alp. rhaeticum",NULL
"8541",115425,"Potentilla brauneana","4778","52463","11/6.0.2","Potentilla brauneana Hoppe","hros","Arabidetalia caeruleae Rübel 1933 ex Nordhagen 1936","pelouses alpines climaciques chionophiles, basophiles",NULL,NULL,"7","2","2","7","9","esp","européen","cyme unipare hélicoïde","hermaphrodite",NULL,"entomogame","akène","barochore","jaune",NULL,"7-8",NULL,NULL,"Petit","hémicryptophytaie",NULL,NULL,7,2,4,6,7,9,5,0,5,7,"5","0","Magnoliopsida","Magnoliidae","Eudicots","Rosanae","Eudicots","Eudicots","Eudicots","Rosales","Rosaceae",0,0,1596,NULL,NULL,"Potentilla brauniana",NULL
"8542",81083,"Alchemilla frigens","8368","2555","11/6.0.2.0.1","Alchemilla frigens Buser ","grhi","Arabidion caeruleae Braun–Blanquet in Braun–Blanquet & Jenny 1926","pelouses alpines climaciques chionophiles, basophiles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","orophyte alpien","glomérules","hermaphrodite",NULL,"apogame","akène","épizoochore","vert",NULL,NULL,NULL,"0.2","Chamberlain","hémicryptophytaie",NULL,NULL,8,2,8,7,6,7,3,0,5,7,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Rosanae","Eudicots","Eudicots","Eudicots","Rosales","Rosaceae",0,0,14785,NULL,NULL,"Alchemilla frigens",NULL
"8543",88845,"Carex rupestris","5974","14337","11/7.","Carex rupestris All.","grhi","Caricetea rupestri–myosuroidis Ohba 1983","pelouses basophiles arctico-alpines climaciques, chionophobes, holarctiques",NULL,NULL,"9","2","7","4","6","esp","arctico-alpin","racème d'épis","monoïque","protandre","anémogame","akène","barochore","marron",NULL,"7-8",NULL,"0.15","Tomlinson","hémicryptophytaie",NULL,NULL,9,2,7,4,4,6,2,0,6,1,"2","0","Magnoliopsida","Magnoliidae","Monocots","Lilianae","Monocots","Monocots","Monocots","Poales","Cyperaceae",0,0,457,NULL,NULL,"Carex rupestris",NULL
"8544",123374,"Silene acaulis","14518","63949","11/7.","Silene acaulis (L.) Jacq.","ccou","Caricetea rupestri–myosuroidis Ohba 1996","pelouses basophiles arctico-alpines climaciques, chionophobes, holarctiques",NULL,NULL,"9","1","3","4","8","esp","arctico-alpin","cyme bipare","hermaphrodite","protandre","entomogame","capsule","anémochore","rose",NULL,NULL,NULL,NULL,"Tomlinson","hémicryptophytaie",NULL,NULL,9,1,4,3,4,6,1,0,6,1,"1","0","Magnoliopsida","Magnoliidae","Eudicots","Caryophyllanae","Eudicots","Eudicots","Eudicots","Caryophyllales","Caryophyllaceae",0,0,11858,NULL,NULL,"Silene acaulis",NULL
"8545",111980,"Oxytropis halleri","3110","47249","11/7.0.1","Oxytropis halleri Bunge ex W.D.J.Koch","grhi","Caricetalia myosuroidis Oberdorfer 1957","pelouses basophiles arctico-alpines climaciques, chionophobes, européennes occidentales",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","orophyte européen","racème capituliforme","hermaphrodite",NULL,"entomogame","gousse","épizoochore","rose",NULL,NULL,NULL,NULL,"Chamberlain","hémicryptophytaie",NULL,NULL,8,2,5,4,5,8,2,0,6,7,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Rosanae","Eudicots","Eudicots","Eudicots","Fabales","Fabaceae",0,0,1807,NULL,NULL,"Oxytropis halleri",NULL
"8546",612533,"Pachypleurum mutellinoides subsp. mutellinoides","37246","102082","11/7.0.1","Pachypleurum mutellinoides (Crantz) Holub subsp. mutellinoides","grhi","Caricetalia myosuroidis Oberdorfer 1957","pelouses basophiles arctico-alpines climaciques, chionophobes, européennes occidentales",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"subsp(uni)","orophyte européen","ombelle d'ombellules","hermaphrodite",NULL,"entomogame","akène","anémochore","blanc",NULL,"7-8",NULL,NULL,"Chamberlain","hémicryptophytaie",NULL,NULL,8,1,4,5,5,7,3,0,6,7,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Apiales","Apiaceae",0,0,14805,NULL,NULL,"Pachypleurum mutellinoides *",NULL
"8547",87849,"Capsella bursa-pastoris","30008","75016","13/3.","Capsella bursa-pastoris (L.) Medik. ","test","Stellarietea mediae (Braun–Blanquet 1921) Tüxen, Lohmeyer & Preising in Tüxen 1950 em. Schubert in Schubert, Hilbig & Klotz 1995","annuelles commensales des cultures","Sisymbrietea officinalis Korneck 1974",NULL,"7","x","x","5","x","esp","cosmopolite","racème simple","hermaphrodite","protogyne","autogame","silique","anémochore","blanc",NULL,"3-12",NULL,"0.5","Holltum","thérophytaie",NULL,NULL,7,5,5,5,5,5,7,0,3,3,"6","0","Magnoliopsida","Magnoliidae","Eudicots","Rosanae","Eudicots","Eudicots","Eudicots","Brassicales","Brassicaceae",0,0,1276,NULL,NULL,"Capsella bursa-pastoris",NULL
"8548",92624,"Cosmos sulphureus","9537","19129","13/3.","Cosmos sulphureus Cav.","Test","Stellarietea mediae (Braun–Blanquet 1921) Tüxen, Lohmeyer & Preising in Tüxen 1950 em. Schubert in Schubert, Hilbig & Klotz 1995","annuelles commensales des cultures",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","introduit (Amér. centrale)",NULL,"hermaphrodite",NULL,"entomogame",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Acosta","thérophytaie",NULL,NULL,8,5,5,5,5,5,7,0,2,3,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Asterales","Asteraceae",0,0,15484,NULL,NULL,"Cosmos sulphureus *",NULL
"8549",122085,"Secale cereale","7123","62098","13/3.","Secale cereale L.","Test","Stellarietea mediae (Braun–Blanquet 1921) Tüxen, Lohmeyer & Preising in Tüxen 1950 em. Schubert in Schubert, Hilbig & Klotz 1995","annuelles commensales des cultures",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","holarctique","épi d'épillets","hermaphrodite",NULL,"anémogame","caryopse","épizoochore","vert",NULL,"5-7",NULL,"1.5","Tomlinson","thérophytaie",NULL,NULL,9,6,8,5,5,4,5,0,4,3,NULL,NULL,"Magnoliopsida","Magnoliidae","Monocots","Lilianae","Monocots","Monocots","Monocots","Poales","Poaceae",0,0,391,NULL,NULL,"Secale cereale",NULL
