"CD_NOM","NOM_VALIDE","NOM_VERN","INTERET_PACA","PROTECTION_PACA","CARACTERISATION_ECOLOGIQUE_.HABITAT_OPTIMAL.","floraison","changefloraison","Janvier","Février","Mars","Avril","Mai","Juin","Juillet","Août","Septembre","Octobre","Novembre","Décembre"
"109346","Narduroides salzmannii (Boiss.) Rouy, 1913","Faux nardure de Salzmann, Narduroides de Salzmann, Nardure de Salzmann, Catapode de Salzmann","FORT","-","annuelles des tonsures basophiles, aéroxérophiles, thermophiles, thermoméditerranéennes, maritimes","5-6","","","","","","X","X","","","","","",""
"109496","Neoschischkinia elegans (Thore) Tzvelev, 1968","Agrostide élégante, Agrostide fluette, Agrostis élégant, Agrostis grêle, Agrostide très tendre, Neoschischkinie très tendre,","FORT","PN","annuelles pionnières des tonsures subnitrophiles maritimes européennes","5-6","","","","","","X","X","","","","","",""
"717797","Neoschischkinia pourretii (Willd.) Valdés & H.Scholz, 2006","Agrostide de Pourret, Agrostis de Pourret, Neoschischkinie de Pourret","MODERE","PR","annuelles des tonsures hygrophiles, acidophiles, méditerranéennes","4-6","","","","","X","X","X","","","","","",""
"111236","Oreochloa seslerioides (All.) K.Richt., 1890","Oréochloa fausse seslérie, Oréochloa fausse seslérie, Seslérie du Piémont","MODERE","-","pelouses acidophiles alpino-alpiennes climaciques, chionophobes","7-8","","","","","","","","X","X","","","",""
"112396","Parapholis filiformis (Roth) C.E.Hubb., 1946","Lepture filiforme, Parapholide filiforme, Parapholis filiforme","MODERE","-","annuelles pionnières des tonsures subnitrophiles maritimes européennes","5-8","","","","","","X","X","X","X","","","",""
"112398","Parapholis marginata Runemark, 1962","Lepture marginé, Parapholide marginée, Parapholis marginé","TRES FORT","-","annuelles des tonsures subnitrophiles maritimes, thermophiles, centroméditerranéennes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"718266","Patzkea paniculata subsp. longiglumis (Litard.) H.Scholz, 2010","Fétuque à longues glumes, Patzkée à longues glumes","TRES FORT","-","pelouses acidophiles ouvertes, alpines, chionophiles, mésohydriques, des ubacs pyrénéens","4-8","","","","","X","X","X","X","X","","","",""
"112972","Phalaris aquatica L., 1755","Alpiste aquatique","FORT","PR","friches vivaces rudérales méditerranéennes occidentales à centrales, mésohydriques à mésoxérophiles","5-7","","","","","","X","X","X","","","","",""
"138687","Phalaris arundinacea subsp. rotgesii (Foucaud & Mandon ex Husn.) Kerguélen, 1975","Alpiste de Rotgès","FORT","-","mégaphorbiaies subalpines, hygrophiles mésotrophiles, corso-sardes","5-7","","","","","","X","X","X","","","","",""
"112980","Phalaris brachystachys Link, 1806","Alpiste à épis courts, Alpiste à épi court, Baldingère à épis courts","TRES FORT","-","friches annuelles, méso-eutrophiles à eutrophiles, méditerranéo-atlantiques, vernales","4-7","","","","","X","X","X","X","","","","",""
"608746","Phalaris coerulescens Desf., 1798","Alpiste bleuissant, Alpiste bleuâtre","MODERE","-","pelouses basophiles mésoméditerranéennes, mésohydriques, sur sol relativement profond","4-7","","","","","X","X","X","X","","","","",""
"113016","Phalaris paradoxa L., 1763","Alpiste paradoxal","MODERE","PR","friches annuelles, méso-eutrophiles à eutrophiles, méditerranéo-atlantiques, vernales","4-7","","","","","X","X","X","X","","","","",""
"113215","Phleum parviceps (Briq.) A.W.Hill, 1926","Fléole à épis courts, Fléole à petit épi","MODERE","-","pelouses acidophiles oroméditerranéennes, des ubacs corso-sardes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"113230","Phleum subulatum (Savi) Asch. & Graebn., 1899","Fléole subulée","TRES FORT","-","friches annuelles, nitrophiles, thermophiles, estivales, mésohydriques","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"113230","Phleum subulatum (Savi) Asch. & Graebn., 1899","Fléole subulée","TRES FORT","-","friches annuelles, nitrophiles, thermophiles, estivales, mésohydriques","5-7","","","","","","X","X","X","","","","",""
"114124","Poa badensis Haenke ex Willd., 1797","Pâturin de Baden","MODERE","-","lithophytes des dalles basophiles, planitiaires collinéennes, centro-européennes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"114209","Poa flaccidula Boiss. & Reut., 1852","Pâturin flasque","MODERE","-","pelouses basophiles méridionales, sub/supra à oroméditerranéennes, nevado-illyriennes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"114226","Poa glauca Vahl, 1790","Pâturin glauque, Pâturin vert glauque","FAIBLE","PR","lithophytes des dalles en pente de falaises basophiles, orophiles","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"114226","Poa glauca Vahl, 1790","Pâturin glauque, Pâturin vert glauque","FAIBLE","PR","pelouses basophiles subalpines, alpiennes, mésohydriques","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"114243","Poa hybrida Gaudin, 1808","Pâturin hybride","FORT","PR","mégaphorbiaies subalpines, hygrophiles, mésotrophiles, basophiles, des adrets","6-8","","","","","","","X","X","X","","","",""
"114312","Poa palustris L., 1759","Pâturin des marais","TRES FORT","-","mégaphorbiaies eutrophisées, planitiaires, médio-européennes plutôt occidentales","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"114321","Poa perconcinna J.R.Edm., 1978","Pâturin très élégant, Pâturin très mignon","MODERE","-","lithophytes des dalles basophiles, montagnardes, centro-européennes","4-6","","","","","X","X","X","","","","","",""
"115030","Polypogon subspathaceus Req., 1825","Polypogon presque engainé, Polypogon presque à spathe","MODERE","PR","annuelles des tonsures subnitrophiles maritimes, thermophiles, corso-sardes","4-6","","","","","X","X","X","","","","","",""
"116192","Pseudarrhenatherum longifolium (Thore) Rouy, 1922","Faux fromental à feuilles longues, Faux fromental à longues feuilles, Fausse arrhénathère à longues feuilles, Avoine de Thore, Avoine à longues feuilles","MODERE","-","pelouses acidophiles planitiaires, thermo-atlantiques","5-7","","","","","","X","X","X","","","","",""
"116349","Puccinellia fasciculata (Torr.) E.P.Bicknell, 1907","Puccinellie fasciculée, Atropis fasciculé, Puccinellie de Borrer, Atropide de Borrer","MODERE","-","prés salés arrière-littoraux","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"116349","Puccinellia fasciculata (Torr.) E.P.Bicknell, 1907","Puccinellie fasciculée, Atropis fasciculé, Puccinellie de Borrer, Atropide de Borrer","MODERE","-","prés salés arrière-littoraux","6-8","","","","","","","X","X","X","","","",""
"116350","Puccinellia festuciformis (Host) Parl., 1850","Puccinellie en forme de fétuque, Atropide des marais","MODERE","-","prés salés vasicoles hygrophiles méditerranéens","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"116350","Puccinellia festuciformis (Host) Parl., 1850","Puccinellie en forme de fétuque, Atropide des marais","MODERE","-","prés salés vasicoles hygrophiles méditerranéens","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"612552","Puccinellia festuciformis subsp. festuciformis (Host) Parl., 1850","Puccinellie en forme de fétuque, Puccinellie de Foucaud, Atropide de Foucaud","MODERE","-","prés salés vasicoles hygrophiles méditerranéens","5-7","","","","","","X","X","X","","","","",""
"118877","Rostraria pubescens (Lam.) Trin., 1820","Rostraire du littoral, Koelérie du littoral, Koelérie pubescente","FORT","-","annuelles des tonsures basophiles, aéromésohydriques, méso à subméditerranéennes","5-6","","","","","","X","X","","","","","",""
"718285","Schedonorus arundinaceus subsp. corsicus (Hack.) Foggi & Signorini, 2005","Schédonore de Corse, Fétuque de Corse","MODERE","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"123069","Sesleria argentea (Savi) Savi, 1808","Seslérie argentée, Seslérie argentée, Seslérie cylindrique","MODERE","-","ourlets externes basophiles à grandes herbes, alpiens méridionaux, mésoxérophiles, mésotrophiles","5-8","","","","","","X","X","X","X","","","",""
"141053","Sesleria insularis subsp. insularis Sommier, 1906","Seslérie insulaire","MODERE","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"123082","Sesleria ovata (Hoppe) A.Kern., 1881","Seslérie ovale, Crételle ovale","MODERE","-","Gprts vivaces des éboulis fins stabilisés sur schistes calcareux et moraines des étages alpin et nival","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"127638","Trisetaria panicea (Lam.) Paunero, 1950","Trisétaire panic, Trisète à feuilles de panic, Trisète panic, Avoine panic","MODERE","-","annuelles des tonsures basophiles, européennes","4-7","","","","","X","X","X","X","","","","",""
"127651","Trisetum burnoufii Req. ex Parl., 1850","Trisète de Burnouf, Avoine de Burnouf","MODERE","-","pelouses basophiles méditerranéennes, mésoxérophiles à mésohydriques","6-8","","","","","","","X","X","X","","","",""
"127664","Trisetum gracile (Moris) Boiss., 1844","Trisète grêle, Avoine grêle","TRES FORT","-","pelouses acidophiles supra à oroméditerranéennes, corso-sardes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"127664","Trisetum gracile (Moris) Boiss., 1844","Trisète grêle, Avoine grêle","TRES FORT","-","pelouses acidophiles oroméditerranéennes, des adrets corso-sardes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"141953","Trisetum spicatum subsp. ovatipaniculatum Hultén ex Jonsell, 1975","Trisète en panicule ovale, Trisète en épi à panicule ovale, Trisète à panicules ovales, Avoine en panicule ovale","FAIBLE","PR","Gprts vivaces des éboulis fins stabilisés sur schistes calcareux et moraines des étages alpin et nival","7-8","","","","","","","","X","X","","","",""
"128518","Ventenata dubia (Leers) Coss., 1855","Venténate douteuse, Fausse avoine, Avoine douteuse","FORT","PR","annuelles des tonsures acidophiles, mésothermes à thermophiles","5-7","","","","","","X","X","X","","","","",""
"130008","Vulpia geniculata (L.) Link, 1827","Vulpie géniculée, Vulpie genouillée","MODERE","-","annuelles des tonsures acidophiles, mésothermes à thermophiles","4-6","","","","","X","X","X","","","","","",""
"130022","Vulpia membranacea (L.) Dumort., 1824","Vulpie membraneuse, Vulpie des dunes, Vulpie à longues soies","MODERE","-","friches annuelles, méso-eutrophile, arénicoles, maritimes, atlantiques","5-6","","","","","","X","X","","","","","",""
"130040","Vulpia sicula (C.Presl) Link, 1833","Vulpie de Sicile","TRES FORT","-","annuelles des tonsures acidophiles, thermophiles, thermoméditerranéennes, maritimes","4-6","","","","","X","X","X","","","","","",""
"130050","Vulpiella stipoides (L.) Maire, 1942","Vulpielle fausse stipe, Vulpie fausse stipe","DD","PR","annuelles des tonsures acidophiles, mésothermes à thermophiles","4-6","","","","","X","X","X","","","","","",""
"113727","Piptatherum virescens (Trin.) Boiss., 1884","Piptathère verdissant, Millet verdâtre, Piptathère verdâtre","MODERE","PN","sous-bois herbacés médio-européens, basophiles, montagnards à planitiaires, des ubacs ou gorges profondes aérohygrophiles","5-7","","","","","","X","X","X","","","","",""
"888838","Stipellula capensis (Thunb.) Röser & Hamasha, 2012","Stipellule du Cap, Stipe du Cap, Plumet du Cap","MODERE","PR","annuelles des tonsures basophiles, aéroxérophiles, thermophiles, méditerranéennes","4-6","","","","","X","X","X","","","","","",""
"888839","Stipellula parviflora (Desf.) Röser & Hamasha, 2012","Stipellule à petites fleurs, Stipe à petites fleurs","FORT","-","pelouses basophiles subdésertiques, xérophiles","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"80263","Aegilops biuncialis Vis., 1842","Égilope à grosses arrêtes, Égilope long de deux pouces","FORT","-","annuelles des tonsures basophiles, européennes","5-6","","","","","","X","X","","","","","",""
"80304","Aegilops ventricosa Tausch, 1837","Égilope ventru","MODERE","-","friches annuelles, méso-eutrophiles, thermo- à mésoméditerranéennes","6-8","","","","","","","X","X","X","","","",""
"80446","Agropyron cristatum (L.) Gaertn., 1770","Chiendent à crête, Agropyre à crête","TRES FORT","-","pelouses basophiles centro-européennes, steppiques, des sols constitués des Alpes internes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"130885","Agropyron cristatum subsp. pectinatum (M.Bieb.) Tzvelev, 1970","Chiendent pectiné, Agropyre pectiné","MAJEUR","PR","pelouses basophiles centro-européennes, steppiques, des sols constitués des Alpes internes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"96031","Elytrigia corsica (Hack.) Holub, 1977","Chiendent de Corse, Élytrigie de Corse","FORT","-","lithophytes des replats de falaises basophiles, orophiles, corso-sardes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"96032","Elytrigia elongata (Host) Nevski, 1936","Chiendent allongé, Élytrigie allongée","MODERE","-","parvochaméphytaies halophiles supralittorales des zones arides méditerranéennes","6-7","","","","","","","X","X","","","","",""
"96032","Elytrigia elongata (Host) Nevski, 1936","Chiendent allongé, Élytrigie allongée","MODERE","-","parvochaméphytaies halophiles supralittorales des zones arides méditerranéennes","6-7","","","","","","","X","X","","","","",""
"134076","Elytrigia elongata subsp. elongata (Host) Nevski, 1936","Chiendent allongé, Élytrigie allongée","DD","PR",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"134087","Elytrigia juncea subsp. juncea (L.) Nevski, 1936","Chiendent à feuilles de Jonc, Élytrigie jonc, Agropyre à feuilles de joncs","MODERE","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"96047","Elytrigia scirpea (C.Presl) Holub, 1973","Chiendent scirpe, Chiendent à feuilles de Scirpe, Élytrigie scirpe","MODERE","-","prairies européennes hygrophiles à hydrophiles, inondables","6-7","","","","","","","X","X","","","","",""
"102942","Hordeum bulbosum L., 1756","Orge bulbeuse","FORT","-","friches vivaces rudérales méditerranéennes occidentales à centrales, mésohydriques à mésoxérophiles","5-6","","","","","","X","X","","","","","",""
"102942","Hordeum bulbosum L., 1756","Orge bulbeuse","FORT","-","friches vivaces rudérales méditerranéennes occidentales à centrales, mésohydriques à mésoxérophiles","5-6","","","","","","X","X","","","","","",""
"102959","Hordeum geniculatum All., 1785","Orge genouillée, Orge de Gussone","MODERE","-","annuelles des tonsures subnitrophiles maritimes, thermophiles, corso-sardes","5-8","","","","","","X","X","X","X","","","",""
"102968","Hordeum marinum Huds., 1778","Orge maritime, Orge marine","MODERE","-","annuelles vernales et rudérales des tonsures subnitrophiles maritimes, thermophiles","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"105870","Leymus arenarius (L.) Hochst., 1848","Leyme des sables, Seigle de mer, Grand Oyat, Élyme des sables","TRES FAIBLE","PN","herbacées vivaces des rivages maritimes circumboréaux à circumarctiques","6-8","","","","","","","X","X","X","","","",""
"125397","Taeniatherum caput-medusae (L.) Nevski, 1934","Téniathérum tête-de-méduse, Tête-de-méduse","MODERE","-","friches annuelles, méso-eutrophiles, thermo- à mésoméditerranéennes","5-7","","","","","","X","X","X","","","","",""
"124407","Sparganium emersum Rehmann, 1871","Rubanier émergé, Rubanier simple","FORT","-","herbiers aquatiques, vivaces, enracinés, des eaux douces, courantes, peu profondes","6-8","","","","","","","X","X","X","","","",""
